Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Untitled (How Does It Feel),D'Angelo,Voodoo, 2000,430800,3,0.838,0.304,4,-9.975,0,0.0626,0.16,0.0267,0.0828,0.221,112.618,57
Dim All The Lights,Donna Summer,Bad Girls, 1979,280800,4,0.79,0.624,7,-13.953,1,0.0322,0.0322,0.00114,0.187,0.82,120.56,44
Bad Girls,Donna Summer,Bad Girls, 1979,295106,4,0.857,0.7,2,-14.506,0,0.0358,0.00387,0.0162,0.411,0.973,120.529,61
Hot Stuff,Donna Summer,Bad Girls, 1979,314760,4,0.823,0.744,0,-13.98,1,0.0316,0.0055,0.033,0.0707,0.966,120.471,66
I Feel Love - Afrojack Remix,Donna Summer,Love To Love You Donna, 2011,359520,4,0.574,0.995,7,-3.456,0,0.0439,0.0207,0.841,0.18,0.258,127.996,42
Heaven Knows,Donna Summer,On The Radio: Greatest Hits Volumes I & II, 1979,210976,4,0.702,0.733,8,-12.394,1,0.0528,0.0734,1.71E-05,0.672,0.866,131.732,46
MacArthur Park - Single Version,Donna Summer,On The Radio: Greatest Hits Volumes I & II, 1978,235200,4,0.579,0.667,4,-12.361,0,0.0401,0.0829,0.000616,0.0547,0.449,131.023,50
Last Dance,Donna Summer,On The Radio: Greatest Hits Volumes I & II, 1978,296506,4,0.604,0.609,3,-13.399,1,0.0441,0.12,0.00241,0.22,0.498,125.37,53
On The Radio,Donna Summer,On The Radio: Greatest Hits Volumes I & II, 1979,241506,4,0.734,0.45,4,-13.92,0,0.0345,0.113,1.15E-05,0.296,0.598,127.46,59
She Works Hard For The Money,Donna Summer,She Works Hard For The Money, 1983,320840,4,0.758,0.638,8,-13.01,0,0.0378,0.00486,0.0141,0.0938,0.984,136.503,58
I Feel Love,Donna Summer,The Dance Collection, 1977,493600,4,0.689,0.675,0,-16.248,1,0.0434,0.0127,0.647,0.0987,0.937,128.1,51
Serpentine Fire,"Earth, Wind & Fire",All 'N All, 1977,230760,4,0.773,0.917,0,-7.333,1,0.037,0.184,0.00463,0.116,0.946,139.872,48
Fantasy,"Earth, Wind & Fire",All 'N All, 1978,277413,4,0.608,0.745,4,-8.772,0,0.0857,0.323,0.00428,0.135,0.614,88.941,57
After the Love Has Gone,"Earth, Wind & Fire",I Am, 1979,278040,4,0.424,0.443,6,-13.45,1,0.0382,0.532,0.000389,0.673,0.391,131.675,66
Boogie Wonderland,"Earth, Wind & Fire",I Am, 1979,288293,4,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,77
Let's Groove,"Earth, Wind & Fire",Raise!, 1981,339320,4,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17E-05,0.126,0.9,125.035,76
Getaway,"Earth, Wind & Fire",Spirit, 1976,227080,4,0.724,0.879,5,-9.412,0,0.0369,0.124,0.0155,0.359,0.826,112.595,46
Reasons,"Earth, Wind & Fire",That's The Way Of The World, 1975,299333,4,0.604,0.43,3,-10.624,1,0.0356,0.212,0,0.159,0.574,126.632,60
Shining Star,"Earth, Wind & Fire",That's The Way Of The World, 1975,170160,4,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,63
Sing a Song,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1", 1975,203293,4,0.813,0.622,9,-9.806,1,0.0446,0.149,0.000982,0.0822,0.973,122.72,41
September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1", 1978,215093,4,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,74
Hold On,En Vogue,Born to Sing, 1990,304466,4,0.728,0.464,1,-11.156,1,0.0605,0.0865,0,0.343,0.383,96.944,52
"Too Gone, Too Long",En Vogue,EV3, 1992,282693,4,0.621,0.683,5,-7.488,0,0.0396,0.149,2.87E-06,0.0964,0.684,148.026,26
Giving Him Something He Can Feel,En Vogue,Funky Divas, 1992,235706,3,0.496,0.298,9,-10.175,0,0.0405,0.306,1.72E-06,0.0875,0.705,203.824,48
Free Your Mind,En Vogue,Funky Divas, 1992,293105,4,0.765,0.831,7,-6.522,1,0.0565,0.0894,0,0.393,0.809,100.026,55
My Lovin' (You're Never Gonna Get It),En Vogue,Funky Divas, 1992,281613,4,0.767,0.839,8,-5.519,1,0.0613,0.0318,9.31E-06,0.111,0.461,98.055,58
Riddle,En Vogue,Masterpiece Theatre, 1992,309813,4,0.805,0.54,10,-5.047,0,0.0406,0.139,1.7E-05,0.0753,0.701,95.999,28
Don't Let Go (Love),En Vogue,Set It Off (Music From The New Line Cinema Motion Picture), 1996,291906,4,0.626,0.693,5,-6.496,0,0.0437,0.295,8.77E-05,0.186,0.557,78.284,36
Love Don't Love You,En Vogue,The Very Best of En Vogue, 1997,238173,4,0.832,0.643,5,-6.754,0,0.0302,0.138,7.68E-05,0.246,0.779,107.964,15
Next Lifetime,Erykah Badu,Baduizm, 1997,386626,4,0.641,0.413,8,-11.929,0,0.0564,0.129,0.00114,0.0949,0.338,130.021,60
On & On,Erykah Badu,Baduizm, 1997,226133,4,0.761,0.403,11,-10.424,0,0.158,0.0392,0.0113,0.256,0.346,80.476,68
Tyrone - Live,Erykah Badu,Live, 1997,221866,3,0.464,0.598,1,-10.051,0,0.112,0.0241,2.6E-05,0.977,0.353,130.373,50
Green Eyes,Erykah Badu,Mama's Gun, 2000,604973,3,0.373,0.288,5,-13.295,0,0.058,0.3,0.0267,0.0449,0.197,61.349,54
Bag Lady,Erykah Badu,Mama's Gun, 2000,348893,4,0.724,0.416,5,-8.967,0,0.0847,0.363,0,0.0966,0.582,151.181,57
Master Teacher Medley,Erykah Badu,New Amerykah Part One (4th World War), 2008,407733,4,0.481,0.597,6,-7.426,0,0.221,0.119,7.34E-05,0.103,0.456,135.905,24
Honey,Erykah Badu,New Amerykah Part One (4th World War), 2008,320973,4,0.4,0.803,6,-7.87,0,0.349,0.0278,0.00385,0.187,0.444,87.82,44
Window Seat,Erykah Badu,New Amerykah Part Two: Return Of The Ankh, 2010,289720,4,0.643,0.535,0,-6.795,0,0.0941,0.648,0.00213,0.0766,0.564,82.193,57
My Dearest Darling,Etta James,At Last!, 1955,180666,3,0.554,0.345,8,-7.87,1,0.027,0.58,6.1E-05,0.348,0.542,104.737,47
All I Could Do Was Cry,Etta James,At Last!, 1960,175626,3,0.363,0.244,8,-8.968,1,0.0303,0.725,8.87E-05,0.456,0.512,173.509,52
I Just Want To Make Love To You - Single Version,Etta James,At Last!, 1955,185626,4,0.642,0.523,3,-8.579,1,0.11,0.772,3.26E-06,0.527,0.654,101.635,64
Stormy Weather,Etta James,At Last!, 1960,187666,3,0.262,0.356,0,-8.031,0,0.0303,0.613,0,0.175,0.426,174.177,66
A Sunday Kind Of Love,Etta James,At Last!, 1955,196133,4,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55E-06,0.233,0.402,85.861,72
At Last,Etta James,At Last!, 1960,179693,3,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,75
Something's Got A Hold On Me,Etta James,Heart & Soul: A Retrospective, 1961,169746,4,0.469,0.584,1,-6.104,1,0.0832,0.785,0,0.811,0.649,151.394,67
Tell Mama,Etta James,Tell Mama, 1968,144000,4,0.676,0.784,5,-6.599,1,0.0334,0.212,0.00288,0.258,0.937,119.812,52
I'd Rather Go Blind,Etta James,Tell Mama, 1968,156653,3,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,74
I Got You Babe,Etta James,Tell Mama: The Complete Muscle Shoals Sessions (Remastered), 1969,148773,4,0.625,0.783,10,-6.028,0,0.245,0.324,0.0176,0.277,0.843,99.125,45
Walking To New Orleans,Fats Domino,A Lot Of Dominos, 1960,118466,4,0.582,0.289,1,-14.339,1,0.0465,0.518,0,0.107,0.743,80.75,49
Whole Lotta Loving,Fats Domino,Fats Domino Swings, 1958,100480,4,0.648,0.814,5,-8.044,0,0.0384,0.639,0.00501,0.241,0.927,92.43,34
My Blue Heaven,Fats Domino,Fats Domino Swings, 1956,132213,4,0.428,0.8,1,-9.701,1,0.107,0.718,0.00202,0.0821,0.961,96.482,37
The Fat Man,Fats Domino,Fats Domino Swings, 1950,163093,4,0.448,0.537,6,-10.353,1,0.0319,0.954,0.759,0.109,0.817,124.841,39
Blue Monday,Fats Domino,Fats Domino Swings, 1956,143666,3,0.388,0.832,11,-9.718,1,0.0385,0.592,0,0.135,0.91,151.298,44
I'm Walkin',Fats Domino,Fats Domino Swings, 1957,126666,4,0.65,0.89,9,-8.11,1,0.0553,0.611,0.056,0.0786,0.972,114.513,48
Ain't That A Shame,Fats Domino,Fats Domino Swings, 1955,152200,4,0.486,0.501,4,-8.57,1,0.0326,0.767,7.6E-05,0.0679,0.942,122.894,58
Blueberry Hill,Fats Domino,Fats Domino Swings, 1956,147880,3,0.489,0.499,11,-9.702,1,0.0271,0.74,0.000236,0.156,0.829,133.341,61
I Want To Walk You Home,Fats Domino,My Blue Heaven, 1959,140533,4,0.792,0.329,1,-14.964,1,0.0481,0.237,0,0.126,0.746,89.961,36
I'm In Love Again,Fats Domino,They Call Me The Fat Man (The Legendary Imperial Recordings), 1956,114800,4,0.682,0.356,8,-10.973,0,0.0372,0.346,0,0.0592,0.955,130.739,5
Ask The Lonely,Four Tops,Four Tops, 1964,162653,4,0.452,0.574,1,-6.019,1,0.0286,0.531,0,0.0913,0.351,106.204,36
Baby I Need Your Loving,Four Tops,Four Tops, 1964,166026,4,0.632,0.686,0,-6.116,0,0.0395,0.437,0,0.193,0.65,121.414,62
It's The Same Old Song,Four Tops,Four Tops - Second Album, 1965,166400,4,0.704,0.678,2,-9.121,0,0.0295,0.143,0,0.119,0.977,125.185,54
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,Four Tops - Second Album, 1965,160280,4,0.667,0.599,0,-8.894,1,0.0291,0.245,0,0.107,0.971,127.935,76
Ain't No Woman (Like The One I've Got),Four Tops,Keeper Of The Castle, 1973,187773,4,0.562,0.592,2,-9.694,0,0.0393,0.33,1.25E-05,0.0882,0.869,99.05,56
"Shake Me, Wake Me (When It's Over)",Four Tops,On Top, 1966,161013,4,0.538,0.614,6,-7.22,0,0.0452,0.183,0,0.0962,0.711,130.277,33
Loving You Is Sweeter Than Ever,Four Tops,On Top, 1968,170426,4,0.53,0.616,5,-7.86,1,0.0378,0.107,0,0.0942,0.702,98.76,37
Standing In The Shadows Of Love,Four Tops,Reach Out, 1966,157640,4,0.741,0.855,6,-8.288,1,0.0345,0.072,9.4E-05,0.349,0.878,114.14,46
Bernadette,Four Tops,Reach Out, 1967,181840,4,0.655,0.8,6,-8.375,1,0.029,0.0891,0,0.491,0.695,111.197,48
Reach Out I'll Be There - Re-Recorded,Four Tops,Reach Out I'll Be There (Re-Recorded - Sped Up),1966,193247,4,0.608,0.78,3,-5.54,0,0.0289,0.148,0,0.446,0.834,116.981,8
Out in the Cold Again,Frankie Lymon,The Best Of Frankie Lymon & The Teenagers, 1957,147826,3,0.394,0.147,11,-13.005,1,0.0304,0.854,1.36E-05,0.115,0.355,87.772,4
I Promise to Remember,Frankie Lymon,The Best Of Frankie Lymon & The Teenagers, 1957,172626,4,0.408,0.468,5,-10.868,0,0.0503,0.332,4.86E-05,0.397,0.846,201.083,13
Baby Baby,Frankie Lymon,The Best Of Frankie Lymon & The Teenagers, 1956,126773,4,0.733,0.411,1,-10.515,1,0.144,0.34,0,0.389,0.862,96.704,17
I Want You to Be My Girl,Frankie Lymon,The Best Of Frankie Lymon & The Teenagers, 1956,178800,4,0.578,0.527,4,-7.542,1,0.075,0.64,0,0.115,0.922,171.635,22
Little Bitty Pretty One,Frankie Lymon,The Best Of Frankie Lymon & The Teenagers, 1957,161160,4,0.516,0.637,2,-10.662,0,0.0776,0.392,0,0.2,0.91,164.236,30
Why Do Fools Fall in Love,Frankie Lymon,The Best Of Frankie Lymon & The Teenagers, 1956,139666,4,0.388,0.532,1,-8.685,1,0.102,0.51,3.06E-06,0.0974,0.845,173.586,53
Tonight's the Night,Frankie Lymon,"The Ultimate Doo Wop Compilation, Vol. 1", 1957,168560,4,0.447,0.485,8,-11.018,1,0.0254,0.784,0,0.116,0.905,78.826,2
The ABC's of Love,Frankie Lymon,Why Do Fools Fall In Love, 1956,115800,4,0.669,0.442,10,-10.047,1,0.0651,0.394,0,0.266,0.91,96.28,24
Love Overboard,Gladys Knight & The Pips,All Our Love, 1987,326733,4,0.811,0.658,3,-11.787,0,0.0497,0.144,0.000394,0.0468,0.947,108.266,37
"The Makings of You - From ""Claudine"" - Original Soundtrack",Gladys Knight & The Pips,Claudine (Original Soundtrack), 1974,144226,4,0.445,0.255,4,-13.252,1,0.0348,0.724,0.00464,0.104,0.44,70.688,37
I Heard It Through The Grapevine,Gladys Knight & The Pips,Everybody Needs Love, 1967,165893,4,0.685,0.589,5,-11.785,1,0.0417,0.213,2.22E-05,0.205,0.906,112.385,43
If I Were Your Woman - Single Version,Gladys Knight & The Pips,If I Were Your Woman, 1970,194533,4,0.472,0.492,6,-10.435,1,0.0583,0.711,0.107,0.679,0.555,74.09,43
Best Thing That Ever Happened to Me,Gladys Knight & The Pips,Imagination (Expanded Edition), 1974,224986,4,0.352,0.545,1,-11.939,0,0.0871,0.309,0.0563,0.106,0.459,189.498,47
Midnight Train to Georgia,Gladys Knight & The Pips,Imagination (Expanded Edition), 1973,279333,4,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81E-05,0.1,0.448,92.006,66
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight & The Pips,Neither One Of Us, 1973,264266,4,0.511,0.346,5,-14.28,1,0.0388,0.685,0.000124,0.294,0.599,140.29,55
Save the Overtime (For Me),Gladys Knight & The Pips,Visions (Expanded Edition), 1978,281946,4,0.847,0.627,9,-10.933,1,0.0326,0.0177,0.00184,0.105,0.965,109.204,31
Teddy's Jam,Guy,Guy, 1990,215240,4,0.79,0.762,6,-13.129,0,0.0631,0.0343,0.247,0.0451,0.619,104.584,39
Goodbye Love,Guy,Guy, 1990,304026,4,0.68,0.381,5,-16.646,0,0.0291,0.112,0,0.0316,0.696,82.184,42
Groove Me,Guy,Guy, 1988,273760,4,0.8,0.623,1,-13.931,1,0.0709,0.0217,0,0.496,0.783,107.928,46
Piece Of My Love,Guy,Guy, 1990,315640,4,0.696,0.316,6,-16.661,1,0.0511,0.137,0,0.0706,0.814,75.158,51
I Like,Guy,Guy, 1988,294475,4,0.441,0.832,5,-14.396,0,0.064,0.0223,1.23E-05,0.2,0.6,103.786,53
Dancin',Guy,III, 1988,248626,4,0.798,0.703,10,-4.05,0,0.135,0.117,0,0.121,0.792,101.015,30
Do Me Right,Guy,The Future, 1990,263266,4,0.765,0.738,11,-11.011,1,0.0825,0.00137,3.5E-05,0.216,0.625,105.963,32
Let's Chill,Guy,The Future, 1990,323826,4,0.604,0.417,10,-12.598,0,0.0385,0.0681,0,0.0425,0.558,74.57,54
Nothing But Good,Hank Ballard & The Midnighters,All 20 Of Their Chart Hits 1953-1962, 1960,162626,4,0.483,0.425,2,-14.964,1,0.032,0.987,0.553,0.252,0.766,102.379,10
Sexy Ways,Hank Ballard & The Midnighters,Best Of The Best, 1960,152213,4,0.417,0.404,8,-13.334,1,0.0389,0.374,0.000274,0.0559,0.862,127.765,2
Annie Had A Baby,Hank Ballard & The Midnighters,Best Of The Best, 1954,162386,4,0.728,0.33,3,-12.921,1,0.0394,0.734,0,0.209,0.951,118.652,4
The Twist,Hank Ballard & The Midnighters,Hank Ballard And The Midnighters Plus Singin' & Swingin', 1958,158000,4,0.359,0.814,1,-2.292,0,0.0408,0.226,0,0.301,0.877,155.463,4
"Let's Go, Let's Go, Let's Go",Hank Ballard & The Midnighters,"Let's Go, Let's Go, Let's Go", 1959,142306,4,0.606,0.811,8,-4.791,1,0.0369,0.0749,2.25E-06,0.0932,0.903,129.304,7
Work with Me Annie,Hank Ballard & The Midnighters,"Risque Blues, Vol. 1", 1954,167066,4,0.647,0.399,4,-9.413,1,0.0294,0.899,0,0.107,0.706,122.395,5
Teardrops On Your Letter,Hank Ballard & The Midnighters,Super Hits, 1960,164600,3,0.44,0.37,0,-8.141,1,0.0407,0.669,0.00174,0.111,0.344,169.461,2
Finger Poppin' Time,Hank Ballard & The Midnighters,Super Hits, 1960,154746,4,0.545,0.78,9,-4.129,1,0.0319,0.182,0,0.154,0.932,159.635,30
Satisfaction Guaranteed (Or Take Your Love Back) ,Harold Melvin & The Blue Notes,Black & Blue (Expanded Edition) (feat. Teddy Pendergrass), 1970,210186,4,0.724,0.853,9,-4.951,0,0.139,0.0761,0,0.193,0.736,126.462,29
The Love I Lost (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,Black & Blue (Expanded Edition) (feat. Teddy Pendergrass), 1973,384613,4,0.665,0.859,2,-4.532,1,0.0671,0.119,0,0.0769,0.639,123.387,54
Yesterday I Had The Blues (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,Harold Melvin & The Blue Notes (feat. Teddy Pendergrass), 1975,453200,3,0.498,0.516,5,-8.748,1,0.0302,0.631,0.000649,0.0875,0.36,112.351,24
If You Don't Know Me by Now (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,Harold Melvin & The Blue Notes (feat. Teddy Pendergrass), 1972,205906,3,0.345,0.465,11,-9.55,1,0.0355,0.721,0.000371,0.582,0.457,94.983,59
Where Are All My Friends (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,To Be True (Expanded Edition) (feat. Teddy Pendergrass), 1973,199480,4,0.604,0.628,7,-11.946,1,0.0746,0.0158,0,0.0612,0.69,128.631,32
Bad Luck (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,To Be True (Expanded Edition) (feat. Teddy Pendergrass), 1975,386426,4,0.611,0.634,9,-12.988,1,0.1,0.0226,0,0.145,0.577,118.986,40
Hope That We Can Be Together Soon (feat. Sharon Paige),Harold Melvin & The Blue Notes,To Be True (Expanded Edition) (feat. Teddy Pendergrass), 1975,222000,4,0.576,0.444,6,-15.514,1,0.0704,0.0492,4.02E-06,0.0994,0.586,61.753,41
Don't Leave Me This Way (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,Wake Up Everybody (feat. Teddy Pendergrass), 1975,363973,4,0.472,0.71,0,-8.852,1,0.0599,0.278,1.36E-06,0.103,0.527,120.052,54
Wake Up Everybody (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,Wake Up Everybody (feat. Teddy Pendergrass), 1975,452773,4,0.565,0.644,6,-8.116,1,0.0696,0.426,0,0.264,0.633,97.716,55
The Look Of Love,Isaac Hayes,...To Be Continued, 1969,673322,4,0.452,0.328,8,-14.561,0,0.0345,0.402,0.0326,0.111,0.483,93.12,34
Never Can Say Goodbye,Isaac Hayes,Black Moses, 1971,309647,4,0.437,0.495,7,-14.07,0,0.0472,0.802,2.32E-05,0.377,0.694,140.519,33
By The Time I Get To Phoenix,Isaac Hayes,Hot Buttered Soul, 1969,1124153,4,0.398,0.261,8,-13.547,1,0.0451,0.215,8.32E-05,0.13,0.069,146.594,30
Hyperbolicsyllabicsesquedalymistic,Isaac Hayes,Hot Buttered Soul, 1969,576558,4,0.575,0.518,5,-11.923,0,0.0395,0.03,0.249,0.116,0.782,180.404,35
Walk On By,Isaac Hayes,Hot Buttered Soul, 1969,720185,4,0.261,0.604,6,-10.634,1,0.0844,0.0654,0.145,0.066,0.508,69.606,45
Joy,Isaac Hayes,Joy, 1973,957893,4,0.54,0.732,5,-12.062,0,0.0647,0.0156,0.428,0.0905,0.922,167.667,23
Soulsville - Remastered 2009,Isaac Hayes,Shaft (Deluxe Edition), 1970,228413,3,0.572,0.217,3,-17.977,1,0.0294,0.24,0,0.0947,0.795,81.599,24
Theme From Shaft - Remastered 2009,Isaac Hayes,Shaft (Deluxe Edition), 1971,279200,4,0.487,0.716,9,-17.689,0,0.0463,0.233,0.00445,0.113,0.819,120.795,56
Do Your Thing,Isaac Hayes,Stax Records Presents, 1971,199826,4,0.661,0.484,5,-11.136,0,0.0431,0.0114,0.338,0.106,0.871,151.389,32
I Stand Accused,Isaac Hayes,Ultimate Isaac Hayes: Can You Dig It?, 1970,695493,3,0.422,0.279,5,-14.398,1,0.0536,0.825,1.09E-06,0.0673,0.268,137.897,19
Empty Arms,Ivory Joe Hunter,50s Rhythm & Blues, 1956,162440,4,0.397,0.414,5,-5.898,1,0.0286,0.768,9E-06,0.285,0.35,74.592,5
Pretty Mama Blues,Ivory Joe Hunter,I Almost Lost My Mind: 1945-50, 1956,158573,4,0.358,0.41,3,-12.98,1,0.0736,0.724,0.173,0.0856,0.59,64.947,1
Are You Hep?,Ivory Joe Hunter,I Almost Lost My Mind: 1945-50, 1955,161960,4,0.664,0.158,8,-13.183,1,0.051,0.776,0.00133,0.0913,0.6,134.296,20
I Need You,Ivory Joe Hunter,Ivory Joe Hunter, 1957,174706,4,0.489,0.42,3,-9.8,1,0.0344,0.556,0,0.297,0.566,68.782,1
That's Why I Dream,Ivory Joe Hunter,Ivory Joe Hunter, 1956,164306,4,0.35,0.265,1,-8.838,1,0.0295,0.95,0,0.165,0.392,69.271,11
Since I Met You Baby,Ivory Joe Hunter,Ivory Joe Hunter, 1956,170293,4,0.539,0.276,3,-12.152,1,0.0249,0.808,4.1E-06,0.127,0.671,72.062,31
Baby Workout,Jackie Wilson,Baby Workout, 1963,182413,4,0.584,0.68,8,-7.333,1,0.0817,0.515,0,0.204,0.87,141.529,31
To Be Loved,Jackie Wilson,He's So Fine, 1959,154173,4,0.242,0.436,5,-7.528,1,0.0367,0.658,0,0.324,0.345,69.182,46
Reet Petite,Jackie Wilson,He's So Fine, 1957,169240,4,0.664,0.66,5,-6.526,1,0.13,0.447,0,0.298,0.873,84.345,54
Nothing But Blue Skies,Jackie Wilson,I Get The Sweetest Feeling, 1960,138066,4,0.757,0.754,3,-8.146,1,0.0417,0.603,0.0251,0.093,0.968,121.736,17
I Get The Sweetest Feeling,Jackie Wilson,I Get The Sweetest Feeling, 1968,178373,4,0.684,0.482,5,-9.234,1,0.0371,0.778,0.000351,0.148,0.749,123.532,53
Doggin' Around,Jackie Wilson,Jackie Sings The Blues, 1960,171840,3,0.568,0.367,5,-9.912,1,0.0256,0.801,1.67E-05,0.059,0.383,94.096,22
That's Why (I Love You So),Jackie Wilson,Lonely Teardrops, 1960,126226,4,0.72,0.803,5,-8.443,1,0.0868,0.673,0,0.362,0.961,146.618,35
Lonely Teardrops,Jackie Wilson,Lonely Teardrops, 1958,166213,4,0.524,0.478,7,-8.894,1,0.118,0.406,0,0.74,0.843,137.133,47
(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,The Ultimate Jackie Wilson, 1967,181066,4,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,57
Living in America,James Brown,Living In America, 1985,248533,4,0.714,0.907,0,-4.687,1,0.0412,0.00121,0.000346,0.216,0.788,114.122,45
Say It Loud - I'm Black And I'm Proud - Pt. 1,James Brown,The 50th Anniversary Collection, 1968,167186,4,0.851,0.66,3,-6.323,1,0.193,0.386,0.00235,0.0449,0.926,115.086,38
All For You,Janet Jackson,All For You, 2001,329933,3,0.753,0.934,2,-3.011,1,0.0736,0.0174,0.065,0.128,0.73,113.525,62
Control,Janet Jackson,Control, 1986,353306,4,0.785,0.786,11,-12.487,1,0.0501,0.28,0.236,0.158,0.638,120.404,45
Nasty,Janet Jackson,Control, 1986,243133,4,0.839,0.89,1,-11.697,0,0.0628,0.452,0.0224,0.0866,0.575,103.652,52
"Any Time, Any Place",Janet Jackson,Janet, 1993,428200,4,0.571,0.232,10,-11.309,1,0.0699,0.604,0.000246,0.119,0.207,128.785,60
That's The Way Love Goes,Janet Jackson,Janet, 1993,265106,4,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675,64
Black Cat,Janet Jackson,Rhythm Nation 1814, 1989,290573,4,0.705,0.913,4,-7.253,0,0.0484,0.103,0.00111,0.216,0.665,114.959,42
Rhythm Nation,Janet Jackson,Rhythm Nation 1814, 1989,330933,4,0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116,49
Escapade,Janet Jackson,Rhythm Nation 1814, 1990,283933,4,0.806,0.954,1,-6.741,1,0.0514,0.0259,0.000617,0.176,0.701,115.229,53
Together Again,Janet Jackson,The Velvet Rope, 1997,301200,4,0.865,0.505,7,-11.813,1,0.102,0.0631,0.0151,0.102,0.475,123.102,63
Papa Was Too (Mono),Joe Tex,Greatest Hits, 1965,161706,4,0.755,0.408,8,-11.93,1,0.0396,0.373,0,0.0609,0.706,92.133,6
Hold What You've Got,Joe Tex,Greatest Hits, 1964,187840,3,0.529,0.218,7,-16.522,1,0.0435,0.804,0,0.117,0.307,101.735,20
I Believe I'm Gonna Make It,Joe Tex,Greatest Hits, 1960,179068,3,0.519,0.545,0,-9.557,1,0.0353,0.246,0,0.258,0.669,97.299,20
The Love You Save (May Be Your Own),Joe Tex,Greatest Hits, 1966,174779,3,0.502,0.3,10,-13.698,1,0.0372,0.771,0,0.133,0.453,94.582,30
How Do You Spell Relief,Joe Tex,He Who Is Without Funk Cast the First Stone, 1967,243498,4,0.712,0.931,0,-5.947,0,0.114,0.681,0.000214,0.231,0.917,119.282,0
You Keep Her,Joe Tex,The Chess Story 1957-1964, 1965,144666,3,0.518,0.477,7,-9.507,1,0.123,0.781,0,0.12,0.601,106.637,3
Buying a book,Joe Tex,"The Very Best of, Volume 2.", 1966,213240,3,0.507,0.431,11,-14.884,1,0.136,0.798,0,0.118,0.824,129.327,7
Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex,"The Very Best of, Volume 2.", 1977,403640,4,0.745,0.835,6,-10.961,0,0.0346,0.014,0.113,0.139,0.936,113.897,32
I GOTCHA,Joe Tex,"The Very Best of, Volume 2.", 1972,148813,4,0.84,0.856,8,-11.277,1,0.328,0.182,0.000297,0.306,0.763,93.41,35
Celebration,Kool & The Gang,Celebrate!, 1980,298866,4,0.886,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.631,70
Cherish,Kool & The Gang,Emergency (Reissue), 1985,290600,4,0.562,0.249,1,-18.652,1,0.0253,0.375,0,0.352,0.31,95.283,51
Fresh,Kool & The Gang,Emergency (Reissue), 1984,266560,4,0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,63
Too Hot,Kool & The Gang,Ladies' Night, 1979,295160,4,0.717,0.253,7,-22.231,0,0.161,0.56,2.85E-05,0.0556,0.737,105.289,54
Ladies Night,Kool & The Gang,Ladies' Night, 1979,385506,4,0.657,0.431,9,-15.682,1,0.166,0.149,2.18E-05,0.0428,0.926,112.008,57
Summer Madness,Kool & The Gang,Light Of Worlds, 1974,257866,4,0.298,0.327,6,-16.515,0,0.031,0.00834,0.86,0.0724,0.454,175.898,58
Get Down On It,Kool & The Gang,Something Special, 1981,293666,4,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2E-05,0.0471,0.968,111.52,66
Joanna,Kool & The Gang,The 50 Greatest Songs, 1983,263786,4,0.864,0.48,10,-12.215,1,0.0315,0.133,0.00202,0.165,0.939,104.745,39
Hollywood Swinging,Kool & The Gang,Wild And Peaceful, 1974,279933,4,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,56
Jungle Boogie,Kool & The Gang,Wild And Peaceful, 1973,186533,4,0.808,0.85,5,-8.772,1,0.0868,0.115,0.000109,0.316,0.717,106.855,61
